,flops,image_size,params,subnet_settings,top1,top5
117,189.092,"[1, 3, 32, 32]",6.939,"{'depth': [1, 1, 1, 1, 2], 'out_channel': [48, 32, 96, 192, 448, 448], 'kernel_size': [3, 3, 3, 3, 3, 3]}",29.85,99.11
118,286.035,"[1, 3, 32, 32]",6.071,"{'depth': [1, 1, 1, 3, 2], 'out_channel': [32, 56, 80, 224, 224, 224, 320, 320], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3]}",93.15,100.0
119,422.121,"[1, 3, 32, 32]",7.933,"{'depth': [1, 2, 2, 2, 2], 'out_channel': [48, 40, 40, 128, 128, 272, 272, 384, 384], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3, 3]}",99.31,100.0
120,285.002,"[1, 3, 32, 32]",1.649,"{'depth': [1, 2, 1, 1, 1], 'out_channel': [32, 80, 80, 96, 144, 256], 'kernel_size': [7, 3, 3, 3, 3, 3]}",69.19,99.96
121,251.71,"[1, 3, 32, 32]",3.504,"{'depth': [1, 2, 1, 3, 2], 'out_channel': [64, 48, 48, 112, 144, 144, 144, 256, 256], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3, 3]}",97.99,100.0
122,529.764,"[1, 3, 32, 32]",12.63,"{'depth': [1, 1, 1, 3, 3], 'out_channel': [48, 56, 128, 304, 304, 304, 384, 384, 384], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3, 3]}",96.79,100.0
123,295.95,"[1, 3, 32, 32]",10.197,"{'depth': [1, 1, 1, 1, 2], 'out_channel': [32, 72, 80, 240, 544, 544], 'kernel_size': [3, 3, 3, 3, 3, 3]}",36.03,99.68
124,481.58,"[1, 3, 32, 32]",15.231,"{'depth': [1, 1, 1, 2, 3], 'out_channel': [32, 80, 128, 240, 240, 512, 512, 512], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3]}",98.15,100.0
125,666.261,"[1, 3, 32, 32]",19.971,"{'depth': [1, 2, 1, 3, 3], 'out_channel': [64, 80, 80, 80, 192, 192, 192, 608, 608, 608], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3, 3, 3]}",98.93,100.0
126,522.835,"[1, 3, 32, 32]",12.633,"{'depth': [1, 1, 1, 3, 2], 'out_channel': [32, 64, 160, 272, 272, 272, 512, 512], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3]}",96.49,100.0
127,207.596,"[1, 3, 32, 32]",3.879,"{'depth': [1, 1, 2, 1, 2], 'out_channel': [40, 48, 80, 80, 304, 256, 256], 'kernel_size': [5, 3, 3, 3, 3, 3, 3]}",62.71,99.8
128,332.458,"[1, 3, 32, 32]",4.842,"{'depth': [1, 1, 2, 2, 2], 'out_channel': [40, 72, 96, 96, 256, 256, 256, 256], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3]}",98.84,100.0
129,474.468,"[1, 3, 32, 32]",10.318,"{'depth': [1, 2, 2, 1, 3], 'out_channel': [32, 72, 72, 112, 112, 256, 416, 416, 416], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3, 3]}",93.73,99.99
130,515.584,"[1, 3, 32, 32]",11.41,"{'depth': [1, 1, 2, 2, 3], 'out_channel': [40, 48, 144, 144, 304, 304, 384, 384, 384], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3, 3]}",99.26,100.0
131,558.323,"[1, 3, 32, 32]",14.685,"{'depth': [1, 2, 2, 1, 3], 'out_channel': [64, 88, 88, 64, 64, 128, 544, 544, 544], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3, 3]}",86.4,99.95
132,550.408,"[1, 3, 32, 32]",5.504,"{'depth': [1, 2, 1, 2, 1], 'out_channel': [32, 96, 96, 112, 288, 288, 384], 'kernel_size': [7, 3, 3, 3, 3, 3, 3]}",94.88,100.0
133,349.468,"[1, 3, 32, 32]",11.244,"{'depth': [1, 2, 1, 1, 2], 'out_channel': [56, 40, 40, 112, 320, 544, 544], 'kernel_size': [5, 3, 3, 3, 3, 3, 3]}",43.77,99.81
134,417.631,"[1, 3, 32, 32]",8.298,"{'depth': [1, 1, 1, 3, 3], 'out_channel': [32, 80, 144, 224, 224, 224, 320, 320, 320], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3, 3]}",97.46,100.0
135,300.699,"[1, 3, 32, 32]",4.872,"{'depth': [1, 1, 1, 3, 2], 'out_channel': [48, 88, 96, 160, 160, 160, 320, 320], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3]}",97.22,100.0
136,316.083,"[1, 3, 32, 32]",2.932,"{'depth': [1, 1, 2, 2, 1], 'out_channel': [64, 64, 128, 128, 192, 192, 256], 'kernel_size': [7, 3, 3, 3, 3, 3, 3]}",98.74,100.0
137,406.934,"[1, 3, 32, 32]",8.974,"{'depth': [1, 2, 2, 2, 2], 'out_channel': [32, 48, 48, 128, 128, 192, 192, 480, 480], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3, 3]}",99.73,100.0
138,378.31,"[1, 3, 32, 32]",5.95,"{'depth': [1, 2, 1, 1, 2], 'out_channel': [32, 80, 80, 112, 224, 384, 384], 'kernel_size': [3, 3, 3, 3, 3, 3, 3]}",69.54,99.97
139,324.491,"[1, 3, 32, 32]",5.819,"{'depth': [1, 1, 2, 3, 1], 'out_channel': [48, 48, 128, 128, 160, 160, 160, 576], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3]}",98.07,100.0
140,228.741,"[1, 3, 32, 32]",3.926,"{'depth': [1, 1, 1, 3, 1], 'out_channel': [32, 40, 144, 176, 176, 176, 384], 'kernel_size': [3, 3, 3, 3, 3, 3, 3]}",88.25,99.99
141,407.063,"[1, 3, 32, 32]",6.415,"{'depth': [1, 1, 2, 3, 2], 'out_channel': [64, 48, 96, 96, 272, 272, 272, 256, 256], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3, 3]}",98.4,100.0
142,564.467,"[1, 3, 32, 32]",13.054,"{'depth': [1, 2, 1, 2, 2], 'out_channel': [48, 72, 72, 80, 320, 320, 544, 544], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3]}",97.73,100.0
143,475.0,"[1, 3, 32, 32]",6.306,"{'depth': [1, 1, 1, 3, 1], 'out_channel': [56, 80, 160, 272, 272, 272, 352], 'kernel_size': [5, 3, 3, 3, 3, 3, 3]}",89.03,100.0
144,254.694,"[1, 3, 32, 32]",3.901,"{'depth': [1, 1, 2, 2, 1], 'out_channel': [32, 80, 80, 80, 176, 176, 448], 'kernel_size': [7, 3, 3, 3, 3, 3, 3]}",96.7,100.0
145,267.955,"[1, 3, 32, 32]",3.598,"{'depth': [1, 1, 1, 2, 1], 'out_channel': [40, 64, 128, 240, 240, 288], 'kernel_size': [5, 3, 3, 3, 3, 3]}",93.05,100.0
146,327.479,"[1, 3, 32, 32]",3.416,"{'depth': [1, 2, 2, 1, 1], 'out_channel': [56, 56, 56, 128, 128, 208, 384], 'kernel_size': [5, 3, 3, 3, 3, 3, 3]}",80.19,99.98
147,386.709,"[1, 3, 32, 32]",11.61,"{'depth': [1, 2, 1, 2, 2], 'out_channel': [56, 48, 48, 128, 192, 192, 576, 576], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3]}",98.9,100.0
148,707.172,"[1, 3, 32, 32]",16.411,"{'depth': [1, 2, 2, 3, 2], 'out_channel': [32, 48, 48, 128, 128, 320, 320, 320, 576, 576], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3, 3, 3]}",99.55,100.0
149,285.339,"[1, 3, 32, 32]",6.951,"{'depth': [1, 1, 1, 2, 2], 'out_channel': [56, 32, 80, 288, 288, 352, 352], 'kernel_size': [7, 3, 3, 3, 3, 3, 3]}",85.21,99.94
150,315.862,"[1, 3, 32, 32]",4.741,"{'depth': [1, 2, 1, 3, 3], 'out_channel': [40, 64, 64, 112, 144, 144, 144, 256, 256, 256], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3, 3, 3]}",98.71,100.0
151,252.808,"[1, 3, 32, 32]",4.383,"{'depth': [1, 1, 1, 2, 2], 'out_channel': [32, 40, 160, 224, 224, 256, 256], 'kernel_size': [5, 3, 3, 3, 3, 3, 3]}",95.28,100.0
152,459.012,"[1, 3, 32, 32]",20.274,"{'depth': [1, 2, 1, 1, 3], 'out_channel': [40, 32, 32, 160, 160, 640, 640, 640], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3]}",63.22,99.79
153,351.179,"[1, 3, 32, 32]",6.25,"{'depth': [1, 1, 1, 2, 1], 'out_channel': [48, 56, 112, 320, 320, 416], 'kernel_size': [5, 3, 3, 3, 3, 3]}",81.7,99.99
154,354.095,"[1, 3, 32, 32]",8.032,"{'depth': [1, 1, 2, 3, 2], 'out_channel': [64, 40, 128, 128, 160, 160, 160, 448, 448], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3, 3]}",99.23,100.0
155,307.474,"[1, 3, 32, 32]",6.834,"{'depth': [1, 1, 1, 2, 2], 'out_channel': [56, 48, 144, 224, 224, 384, 384], 'kernel_size': [7, 3, 3, 3, 3, 3, 3]}",96.49,100.0
156,360.831,"[1, 3, 32, 32]",5.967,"{'depth': [1, 1, 2, 1, 1], 'out_channel': [32, 56, 160, 160, 192, 608], 'kernel_size': [3, 3, 3, 3, 3, 3]}",70.87,99.97
157,559.574,"[1, 3, 32, 32]",6.006,"{'depth': [1, 2, 1, 2, 3], 'out_channel': [56, 96, 96, 128, 240, 240, 256, 256, 256], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3, 3]}",99.42,100.0
158,556.404,"[1, 3, 32, 32]",8.272,"{'depth': [1, 2, 1, 3, 2], 'out_channel': [64, 64, 64, 144, 288, 288, 288, 320, 320], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3, 3]}",98.56,100.0
159,634.894,"[1, 3, 32, 32]",13.578,"{'depth': [1, 2, 2, 3, 2], 'out_channel': [40, 88, 88, 96, 96, 192, 192, 192, 608, 608], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3, 3, 3]}",99.82,100.0
160,457.305,"[1, 3, 32, 32]",10.549,"{'depth': [1, 2, 1, 3, 3], 'out_channel': [40, 32, 32, 64, 320, 320, 320, 320, 320, 320], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3, 3, 3]}",82.94,99.93
161,329.928,"[1, 3, 32, 32]",5.418,"{'depth': [1, 1, 1, 2, 1], 'out_channel': [32, 48, 144, 304, 304, 352], 'kernel_size': [7, 3, 3, 3, 3, 3]}",85.11,99.99
162,603.044,"[1, 3, 32, 32]",14.713,"{'depth': [1, 2, 2, 2, 2], 'out_channel': [56, 72, 72, 112, 112, 224, 224, 640, 640], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3, 3]}",99.79,100.0
163,222.926,"[1, 3, 32, 32]",5.025,"{'depth': [1, 1, 1, 2, 1], 'out_channel': [48, 40, 112, 208, 208, 512], 'kernel_size': [5, 3, 3, 3, 3, 3]}",83.99,99.99
164,200.862,"[1, 3, 32, 32]",4.556,"{'depth': [1, 2, 2, 1, 3], 'out_channel': [40, 40, 40, 64, 64, 256, 256, 256, 256], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3, 3]}",49.75,99.61
165,504.025,"[1, 3, 32, 32]",7.117,"{'depth': [1, 2, 2, 1, 2], 'out_channel': [32, 80, 80, 128, 128, 304, 384, 384], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3]}",94.92,100.0
166,446.354,"[1, 3, 32, 32]",4.579,"{'depth': [1, 2, 2, 3, 1], 'out_channel': [32, 96, 96, 64, 64, 144, 144, 144, 512], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3, 3]}",97.23,99.99
167,445.699,"[1, 3, 32, 32]",9.487,"{'depth': [1, 1, 2, 3, 2], 'out_channel': [64, 88, 112, 112, 144, 144, 144, 512, 512], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3, 3]}",99.16,100.0
168,762.058,"[1, 3, 32, 32]",21.071,"{'depth': [1, 2, 2, 3, 3], 'out_channel': [64, 64, 64, 96, 96, 288, 288, 288, 576, 576, 576], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]}",99.47,100.0
169,398.759,"[1, 3, 32, 32]",11.292,"{'depth': [1, 1, 2, 2, 2], 'out_channel': [32, 56, 80, 80, 288, 288, 512, 512], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3]}",98.03,100.0
170,226.037,"[1, 3, 32, 32]",4.967,"{'depth': [1, 1, 1, 3, 2], 'out_channel': [48, 56, 64, 176, 176, 176, 320, 320], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3]}",92.29,99.98
171,517.479,"[1, 3, 32, 32]",8.477,"{'depth': [1, 1, 2, 2, 1], 'out_channel': [48, 96, 128, 128, 272, 272, 640], 'kernel_size': [5, 3, 3, 3, 3, 3, 3]}",97.18,100.0
172,533.28,"[1, 3, 32, 32]",10.38,"{'depth': [1, 2, 2, 2, 2], 'out_channel': [40, 72, 72, 144, 144, 144, 144, 544, 544], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3, 3]}",99.8,100.0
173,459.273,"[1, 3, 32, 32]",13.751,"{'depth': [1, 1, 1, 2, 3], 'out_channel': [56, 88, 64, 256, 256, 480, 480, 480], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3]}",93.02,100.0
174,355.006,"[1, 3, 32, 32]",11.985,"{'depth': [1, 2, 2, 2, 2], 'out_channel': [56, 48, 48, 64, 64, 160, 160, 608, 608], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3, 3]}",99.21,100.0
175,340.413,"[1, 3, 32, 32]",6.51,"{'depth': [1, 1, 1, 2, 3], 'out_channel': [32, 72, 160, 224, 224, 288, 288, 288], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3]}",97.32,100.0
176,711.005,"[1, 3, 32, 32]",15.63,"{'depth': [1, 2, 2, 3, 3], 'out_channel': [64, 72, 72, 64, 64, 320, 320, 320, 448, 448, 448], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]}",98.87,100.0
177,684.717,"[1, 3, 32, 32]",10.137,"{'depth': [1, 1, 2, 3, 1], 'out_channel': [56, 96, 128, 128, 320, 320, 320, 544], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3]}",97.39,100.0
178,267.473,"[1, 3, 32, 32]",7.678,"{'depth': [1, 2, 1, 1, 3], 'out_channel': [48, 48, 48, 112, 128, 384, 384, 384], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3]}",65.63,99.79
179,550.917,"[1, 3, 32, 32]",6.102,"{'depth': [1, 2, 2, 1, 1], 'out_channel': [64, 96, 96, 96, 96, 304, 544], 'kernel_size': [5, 3, 3, 3, 3, 3, 3]}",64.95,99.98
180,458.608,"[1, 3, 32, 32]",10.153,"{'depth': [1, 1, 2, 2, 3], 'out_channel': [32, 56, 144, 144, 240, 240, 384, 384, 384], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3, 3]}",99.42,100.0
181,238.473,"[1, 3, 32, 32]",7.464,"{'depth': [1, 1, 1, 2, 2], 'out_channel': [32, 32, 64, 240, 240, 416, 416], 'kernel_size': [7, 3, 3, 3, 3, 3, 3]}",80.38,99.88
182,348.344,"[1, 3, 32, 32]",6.167,"{'depth': [1, 2, 2, 1, 2], 'out_channel': [32, 64, 64, 112, 112, 144, 416, 416], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3]}",96.13,99.99
183,464.311,"[1, 3, 32, 32]",14.559,"{'depth': [1, 1, 1, 2, 3], 'out_channel': [64, 56, 112, 288, 288, 480, 480, 480], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3]}",96.88,100.0
184,264.534,"[1, 3, 32, 32]",11.152,"{'depth': [1, 2, 1, 1, 2], 'out_channel': [56, 32, 32, 80, 128, 608, 608], 'kernel_size': [7, 3, 3, 3, 3, 3, 3]}",37.39,98.99
185,526.807,"[1, 3, 32, 32]",12.683,"{'depth': [1, 2, 1, 3, 3], 'out_channel': [56, 32, 32, 144, 304, 304, 304, 384, 384, 384], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3, 3, 3]}",95.21,100.0
186,325.757,"[1, 3, 32, 32]",4.428,"{'depth': [1, 2, 2, 1, 3], 'out_channel': [40, 48, 48, 144, 144, 144, 256, 256, 256], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3, 3]}",95.14,99.99
187,408.678,"[1, 3, 32, 32]",7.002,"{'depth': [1, 1, 2, 1, 3], 'out_channel': [56, 72, 144, 144, 240, 320, 320, 320], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3]}",86.93,99.98
188,694.507,"[1, 3, 32, 32]",21.76,"{'depth': [1, 1, 2, 2, 3], 'out_channel': [32, 64, 144, 144, 288, 288, 608, 608, 608], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3, 3]}",99.51,100.0
189,493.557,"[1, 3, 32, 32]",17.944,"{'depth': [1, 1, 1, 1, 3], 'out_channel': [48, 96, 64, 304, 576, 576, 576], 'kernel_size': [5, 3, 3, 3, 3, 3, 3]}",30.65,99.57
190,453.505,"[1, 3, 32, 32]",11.856,"{'depth': [1, 1, 1, 3, 3], 'out_channel': [56, 72, 96, 240, 240, 240, 416, 416, 416], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3, 3]}",95.22,100.0
191,219.442,"[1, 3, 32, 32]",3.724,"{'depth': [1, 1, 1, 1, 2], 'out_channel': [56, 88, 64, 144, 320, 320], 'kernel_size': [5, 3, 3, 3, 3, 3]}",42.25,99.63
192,370.243,"[1, 3, 32, 32]",10.581,"{'depth': [1, 2, 1, 2, 2], 'out_channel': [56, 48, 48, 128, 192, 192, 544, 544], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3]}",98.9,100.0
193,291.171,"[1, 3, 32, 32]",4.364,"{'depth': [1, 1, 2, 2, 2], 'out_channel': [56, 48, 128, 128, 176, 176, 288, 288], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3]}",99.49,100.0
194,739.235,"[1, 3, 32, 32]",9.128,"{'depth': [1, 2, 2, 3, 1], 'out_channel': [64, 88, 88, 112, 112, 304, 304, 304, 512], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3, 3]}",99.21,100.0
195,239.136,"[1, 3, 32, 32]",2.45,"{'depth': [1, 2, 1, 2, 1], 'out_channel': [40, 64, 64, 64, 160, 160, 320], 'kernel_size': [7, 3, 3, 3, 3, 3, 3]}",96.04,100.0
196,448.296,"[1, 3, 32, 32]",8.916,"{'depth': [1, 2, 2, 2, 2], 'out_channel': [56, 64, 64, 112, 112, 192, 192, 480, 480], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3, 3]}",99.84,100.0
197,501.496,"[1, 3, 32, 32]",12.852,"{'depth': [1, 2, 1, 2, 2], 'out_channel': [40, 80, 80, 64, 208, 208, 608, 608], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3]}",97.75,100.0
198,348.346,"[1, 3, 32, 32]",10.355,"{'depth': [1, 2, 2, 1, 2], 'out_channel': [32, 64, 64, 64, 64, 144, 576, 576], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3]}",82.05,99.94
199,507.219,"[1, 3, 32, 32]",5.394,"{'depth': [1, 2, 2, 2, 2], 'out_channel': [48, 96, 96, 96, 96, 160, 160, 352, 352], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3, 3]}",99.87,100.0
200,574.839,"[1, 3, 32, 32]",20.005,"{'depth': [1, 1, 2, 2, 3], 'out_channel': [32, 88, 96, 96, 224, 224, 608, 608, 608], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3, 3]}",99.27,100.0
201,352.237,"[1, 3, 32, 32]",5.979,"{'depth': [1, 2, 2, 3, 1], 'out_channel': [40, 56, 56, 96, 96, 176, 176, 176, 576], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3, 3]}",98.82,100.0
202,497.719,"[1, 3, 32, 32]",11.266,"{'depth': [1, 2, 1, 1, 2], 'out_channel': [32, 80, 80, 160, 192, 576, 576], 'kernel_size': [3, 3, 3, 3, 3, 3, 3]}",75.96,99.97
203,369.431,"[1, 3, 32, 32]",5.345,"{'depth': [1, 1, 2, 1, 1], 'out_channel': [48, 64, 144, 144, 288, 480], 'kernel_size': [5, 3, 3, 3, 3, 3]}",61.08,99.92
204,228.014,"[1, 3, 32, 32]",4.462,"{'depth': [1, 1, 1, 1, 1], 'out_channel': [40, 80, 112, 144, 576], 'kernel_size': [3, 3, 3, 3, 3]}",50.42,99.78
205,448.507,"[1, 3, 32, 32]",8.151,"{'depth': [1, 1, 2, 2, 3], 'out_channel': [56, 72, 128, 128, 256, 256, 320, 320, 320], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3, 3]}",99.44,100.0
206,258.772,"[1, 3, 32, 32]",5.193,"{'depth': [1, 2, 1, 2, 2], 'out_channel': [32, 48, 48, 80, 224, 224, 320, 320], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3]}",97.22,100.0
207,161.951,"[1, 3, 32, 32]",2.403,"{'depth': [1, 1, 2, 1, 1], 'out_channel': [40, 48, 80, 80, 208, 320], 'kernel_size': [7, 3, 3, 3, 3, 3]}",55.12,99.76
208,318.894,"[1, 3, 32, 32]",10.546,"{'depth': [1, 1, 1, 1, 3], 'out_channel': [56, 56, 96, 320, 416, 416, 416], 'kernel_size': [3, 3, 3, 3, 3, 3, 3]}",28.32,99.45
209,303.805,"[1, 3, 32, 32]",8.414,"{'depth': [1, 1, 2, 1, 2], 'out_channel': [56, 40, 96, 96, 320, 448, 448], 'kernel_size': [5, 3, 3, 3, 3, 3, 3]}",60.88,99.88
210,457.477,"[1, 3, 32, 32]",7.408,"{'depth': [1, 1, 2, 2, 3], 'out_channel': [32, 80, 112, 112, 320, 320, 256, 256, 256], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3, 3]}",99.14,100.0
211,609.163,"[1, 3, 32, 32]",20.598,"{'depth': [1, 1, 2, 1, 3], 'out_channel': [48, 40, 160, 160, 304, 608, 608, 608], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3]}",81.53,99.96
212,258.65,"[1, 3, 32, 32]",6.724,"{'depth': [1, 1, 1, 1, 2], 'out_channel': [56, 80, 80, 160, 448, 448], 'kernel_size': [3, 3, 3, 3, 3, 3]}",44.07,99.73
213,357.142,"[1, 3, 32, 32]",5.622,"{'depth': [1, 2, 2, 2, 2], 'out_channel': [48, 72, 72, 80, 80, 144, 144, 384, 384], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3, 3]}",99.47,100.0
214,373.019,"[1, 3, 32, 32]",12.516,"{'depth': [1, 1, 1, 3, 3], 'out_channel': [64, 48, 144, 144, 144, 144, 480, 480, 480], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3, 3]}",95.98,99.99
215,478.525,"[1, 3, 32, 32]",13.672,"{'depth': [1, 1, 1, 3, 2], 'out_channel': [40, 48, 160, 240, 240, 240, 576, 576], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3]}",96.05,100.0
216,216.198,"[1, 3, 32, 32]",3.925,"{'depth': [1, 1, 2, 1, 3], 'out_channel': [40, 64, 96, 96, 128, 256, 256, 256], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3]}",84.21,99.9
217,151.498,"[1, 3, 32, 32]",2.803,"{'depth': [1, 1, 1, 2, 1], 'out_channel': [56, 32, 80, 192, 192, 320], 'kernel_size': [5, 3, 3, 3, 3, 3]}",78.96,99.9
218,314.143,"[1, 3, 32, 32]",5.72,"{'depth': [1, 1, 2, 2, 1], 'out_channel': [56, 56, 64, 64, 304, 304, 416], 'kernel_size': [3, 3, 3, 3, 3, 3, 3]}",82.05,99.97
219,353.586,"[1, 3, 32, 32]",2.565,"{'depth': [1, 2, 2, 2, 1], 'out_channel': [48, 64, 64, 128, 128, 160, 160, 256], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3]}",99.86,100.0
220,179.681,"[1, 3, 32, 32]",4.74,"{'depth': [1, 1, 1, 1, 1], 'out_channel': [40, 40, 128, 176, 576], 'kernel_size': [5, 3, 3, 3, 3]}",37.56,99.48
221,320.138,"[1, 3, 32, 32]",4.586,"{'depth': [1, 2, 1, 2, 1], 'out_channel': [56, 32, 32, 144, 304, 304, 256], 'kernel_size': [5, 3, 3, 3, 3, 3, 3]}",89.42,99.98
222,311.227,"[1, 3, 32, 32]",7.659,"{'depth': [1, 1, 2, 2, 2], 'out_channel': [40, 80, 64, 64, 192, 192, 448, 448], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3]}",97.95,100.0
223,390.016,"[1, 3, 32, 32]",10.151,"{'depth': [1, 1, 1, 3, 3], 'out_channel': [40, 48, 64, 272, 272, 272, 352, 352, 352], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3, 3]}",87.07,99.97
224,476.748,"[1, 3, 32, 32]",14.24,"{'depth': [1, 2, 1, 3, 2], 'out_channel': [48, 40, 40, 144, 224, 224, 224, 608, 608], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3, 3]}",97.0,100.0
225,321.211,"[1, 3, 32, 32]",2.338,"{'depth': [1, 2, 2, 3, 1], 'out_channel': [64, 72, 72, 64, 64, 144, 144, 144, 256], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3, 3]}",98.04,100.0
226,641.773,"[1, 3, 32, 32]",11.174,"{'depth': [1, 2, 2, 2, 3], 'out_channel': [40, 88, 88, 96, 96, 304, 304, 384, 384, 384], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3, 3, 3]}",99.74,100.0
227,412.529,"[1, 3, 32, 32]",8.336,"{'depth': [1, 2, 2, 2, 2], 'out_channel': [56, 64, 64, 80, 80, 224, 224, 448, 448], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3, 3]}",99.49,100.0
228,331.37,"[1, 3, 32, 32]",8.333,"{'depth': [1, 1, 2, 2, 3], 'out_channel': [48, 88, 64, 64, 160, 160, 384, 384, 384], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3, 3]}",98.52,100.0
229,288.782,"[1, 3, 32, 32]",5.576,"{'depth': [1, 2, 1, 2, 1], 'out_channel': [56, 48, 48, 144, 160, 160, 608], 'kernel_size': [5, 3, 3, 3, 3, 3, 3]}",97.13,100.0
230,257.792,"[1, 3, 32, 32]",4.616,"{'depth': [1, 1, 2, 2, 1], 'out_channel': [32, 88, 80, 80, 128, 128, 576], 'kernel_size': [3, 3, 3, 3, 3, 3, 3]}",96.63,99.99
231,468.04,"[1, 3, 32, 32]",9.55,"{'depth': [1, 1, 1, 3, 1], 'out_channel': [40, 56, 144, 288, 288, 288, 608], 'kernel_size': [3, 3, 3, 3, 3, 3, 3]}",83.17,100.0
232,416.356,"[1, 3, 32, 32]",12.653,"{'depth': [1, 2, 1, 2, 2], 'out_channel': [48, 56, 56, 112, 192, 192, 608, 608], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3]}",99.09,100.0
233,362.122,"[1, 3, 32, 32]",4.543,"{'depth': [1, 2, 2, 2, 3], 'out_channel': [32, 64, 64, 128, 128, 128, 128, 256, 256, 256], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3, 3, 3]}",99.81,100.0
234,283.48,"[1, 3, 32, 32]",4.541,"{'depth': [1, 1, 2, 1, 1], 'out_channel': [32, 32, 144, 144, 256, 448], 'kernel_size': [3, 3, 3, 3, 3, 3]}",49.16,99.63
